Label,Input,S1_MeanAccelX,S1_StdAccelX,S1_MeanAccelY,S1_StdAccelY,S1_MeanAccelZ,S1_StdAccelZ,S1_MeanGyroX,S1_StdGyroX,S1_MeanGyroY,S1_StdGyroY,S1_MeanGyroZ,S1_StdGyroZ,S2_MeanAccelX,S2_StdAccelX,S2_MeanAccelY,S2_StdAccelY,S2_MeanAccelZ,S2_StdAccelZ,S2_MeanGyroX,S2_StdGyroX,S2_MeanGyroY,S2_StdGyroY,S2_MeanGyroZ,S2_StdGyroZ,S3_MeanAccelX,S3_StdAccelX,S3_MeanAccelY,S3_StdAccelY,S3_MeanAccelZ,S3_StdAccelZ,S3_MeanGyroX,S3_StdGyroX,S3_MeanGyroY,S3_StdGyroY,S3_MeanGyroZ,S3_StdGyroZ,S4_MeanAccelX,S4_StdAccelX,S4_MeanAccelY,S4_StdAccelY,S4_MeanAccelZ,S4_StdAccelZ,S4_MeanGyroX,S4_StdGyroX,S4_MeanGyroY,S4_StdGyroY,S4_MeanGyroZ,S4_StdGyroZ,S5_MeanAccelX,S5_StdAccelX,S5_MeanAccelY,S5_StdAccelY,S5_MeanAccelZ,S5_StdAccelZ,S5_MeanGyroX,S5_StdGyroX,S5_MeanGyroY,S5_StdGyroY,S5_MeanGyroZ,S5_StdGyroZ
A,21,975.5,3539.912534230189,-211.5,3262.0418069056072,313.0,3412.6750504552874,22.6875,4341.588825227897,281.28125,5162.705209204612,30.84375,4495.458000230448,1027.125,5012.927660995619,-218.0,3185.4167702201858,233.5,7684.82561610867,32.21875,4810.358814152894,219.46875,6661.807191860436,29.5625,4014.870125059309,1068.875,7304.953232867066,-136.75,3267.4083671160543,-24.0,8928.84278966205,-59.125,2953.951143701432,317.03125,8141.199709979693,30.25,2939.6818918039417,1051.875,6688.341534668741,-247.375,2976.559105641109,38.625,7867.644603652036,61.84375,2135.6721147769704,212.34375,8230.871250243557,129.375,3764.181474354684,-42.375,745.366258543409,-67.875,1833.4867014448182,85.0,1808.0868341979597,75.4375,2877.318998841413,32.59375,1465.2486107179686,-32.59375,1325.8806474230391
A,22,932.75,2405.385507044557,-318.875,1859.9368898903533,261.875,2142.174359004187,48.9375,2709.766778911748,371.875,4992.411176913917,84.3125,3884.4136256124616,1015.75,3253.2634288510976,-470.625,2628.8211444248163,404.375,6288.397280657052,151.15625,2263.373838285655,326.5625,5119.0454062348135,110.59375,3052.0580439616374,1147.5,5875.921268192759,-226.375,2775.655032487827,206.125,7280.648527732608,133.03125,2975.42447060473,493.46875,6400.517986774464,105.65625,3056.976075402936,1117.25,5186.515346309119,-346.125,2155.7372252607693,333.875,6083.2981995275395,-33.78125,2307.395998934391,417.375,7158.226005573937,278.46875,3273.2054146544847,-39.125,621.3965999062112,-33.0,1256.964199967525,36.75,882.5120041676487,165.625,1898.9745546939275,74.15625,638.2758078103365,-47.78125,1406.6632667054462
A,23,915.0,3200.8990924426216,-266.375,1777.526894135501,392.25,1957.220462160561,30.8125,3680.2368422214013,379.1875,7064.408367998254,140.03125,3981.8796871293634,1039.375,4684.948997521211,-255.875,1656.4348717577157,430.75,6142.492363650117,35.0625,4984.946570284756,471.65625,7764.648505443497,138.375,2954.2445073783247,1119.125,6739.689513202741,-235.75,2810.660765282783,178.875,8456.117976611667,83.25,3795.152780192123,523.34375,7100.2865153869625,127.5625,2783.0622627950224,1022.125,7306.694805750067,-305.0,3071.5873746322113,166.0,8438.625480491477,148.84375,3854.211415041466,308.1875,7136.1774713318155,188.34375,3077.4534176955362,-32.875,570.6125957030741,-76.625,2125.8085777828164,79.75,1495.3681611897453,168.0,2136.6569243797658,71.84375,831.4248729355753,-31.125,1150.6135252007948
A,24,985.875,3802.7653075590924,-219.125,2177.1138542517706,174.625,2312.284716330366,16.125,1787.8348244105214,-4.625,5874.982456090826,-9.5625,4466.13387714629,1011.375,5341.318948478456,-184.125,3461.4607443065133,-39.75,6897.64553579698,1.75,3016.1586600343157,-51.15625,7122.155652036533,-54.34375,4031.1076456212304,995.25,7142.830702004633,-174.0,2699.7051690879134,-209.875,7904.947626921699,6.90625,2660.011294141613,-34.0,7826.997604445782,-41.3125,3425.208437430305,1014.75,5793.611778286495,-274.0,2333.3268095146896,-80.5,5616.321905838376,107.71875,2303.001278690144,156.8125,8630.671850432256,106.15625,3262.6237343334487,-38.875,1122.9159516076882,-47.0,2759.2687437072886,61.875,1308.8212194089,56.9375,2022.4987629399802,-5.34375,1387.1510058699223,-1.65625,1663.5096296943814
A,25,993.125,2651.3500776726937,-245.75,2492.41207217025,232.875,2484.69208039447,-0.375,2905.315137274268,216.4375,6110.20277863949,14.8125,3801.7316320781706,1054.25,6064.385701577696,-235.0,2388.2623390239187,143.0,7785.318490594974,-44.9375,2369.1817935932545,129.78125,5027.9578964424945,-13.5625,3319.8030244419247,1084.25,9181.675170550307,-251.625,2711.7760525852796,-9.625,9108.963726564894,0.1875,2258.084910902101,200.25,5587.388505599016,8.15625,3005.281217180172,1052.75,7449.679821139966,-354.75,2071.2333131494383,33.125,7689.093459854354,62.28125,2539.8659565316507,174.8125,7143.196305915423,97.25,3862.872312153225,-17.375,826.7125312797672,-18.25,2074.1306461985464,72.375,953.8387491473599,87.8125,2209.0380604108545,24.25,1607.1342118815094,-99.28125,1782.3079881570518
A,26,949.5,4527.235221412733,-261.0,3277.9380714101358,127.875,2239.70276697043,38.875,1977.9108888863016,315.65625,5578.896718938785,72.71875,5378.778864867791,997.75,5811.545486142219,-296.75,2514.773635439182,160.25,6541.040585220367,47.8125,2364.702748728421,230.75,7188.215977382705,54.59375,4495.757659028224,1049.625,7161.301827138345,-273.25,2812.3334506242322,-20.875,8136.955802655868,54.875,1840.0033245554205,273.75,8524.366222775743,52.78125,3527.4683532809245,1003.625,5937.887701815773,-320.0,2349.778712985544,27.875,6229.116348598331,95.375,2265.4612768429743,209.8125,10020.664191551563,129.1875,4338.642691250773,-30.25,871.6243098376731,-24.625,1940.2613507914339,103.75,1337.4109082477232,73.46875,2304.5973480249077,34.65625,1590.5254754595846,-22.46875,1379.657611156999
A,27,972.75,5820.3702148145185,-290.25,3601.068166183473,316.25,2396.11392414885,48.28125,2455.893870294162,323.0,8129.2927390702325,60.4375,5422.214411206343,1081.0,6101.321742049013,-261.375,3945.5721523468555,358.25,5826.820311070181,36.1875,3536.4661071956775,402.71875,10098.919577838435,106.375,4401.610257550638,1166.75,8447.70101492116,-272.125,3198.4758064389043,251.0,10900.516905748094,65.1875,2924.2509985197494,423.90625,9321.324561721953,98.65625,2770.3986808013638,1139.25,7456.3874253890535,-414.75,5505.802433569515,222.375,7575.356087958836,154.4375,2384.05211689966,367.59375,9284.832947673907,253.65625,4579.112022334236,-21.125,1446.7084137361612,-87.375,2362.516054839628,85.5,1269.5986570566306,149.75,3504.8781540875284,47.09375,1262.1982896759675,4.09375,1234.1051251659794
A,28,952.25,4563.425899201169,-213.375,2288.609317768107,39.375,2110.2057030950796,-9.53125,1480.1360576053262,345.90625,7343.29177021184,19.40625,4650.537266403844,1029.75,5373.0632731710875,-211.375,1986.1953854983653,72.5,6400.710331674134,-16.125,2509.109126637381,212.1875,8276.55998678459,16.78125,3768.3146907335695,1042.375,6235.481124931339,-83.625,2183.139564795389,-207.875,7153.285642582365,-110.875,2391.1389512897404,319.40625,8160.760147113193,41.25,2601.6190151519113,1024.5,5364.595208401096,-219.375,2632.6807837971924,-86.375,5903.776237237908,74.84375,3089.0314633936537,322.125,7423.636468865849,144.25,3170.602022881459,4.375,727.5145080168505,6.875,2257.4971172462215,126.875,1374.2857178822023,56.8125,2579.139408764821,22.1875,861.0159855332246,-26.03125,1122.1394043404043
A,29,938.25,4501.546949383067,-228.875,2592.092539701274,90.0,2933.659319007577,145.03125,3354.578331217418,459.6875,7420.427171150172,68.4375,5201.799628118499,976.125,4762.856861629898,-229.875,1937.8598980253964,127.75,6430.5784294649575,384.53125,4535.265365612407,554.75,8806.314098418248,249.625,4075.5040159929913,1095.0,5893.096130218817,-232.5,2125.3843770010167,129.875,8561.751105023726,343.65625,3099.126395145241,663.40625,10398.844890357339,67.6875,3222.2583252811605,1049.125,4761.293651348864,-254.25,3083.827643935374,197.25,6801.667107224523,135.21875,3128.1758835459423,598.09375,10312.68520245629,256.8125,3283.766857945879,-32.0,735.1795699011228,-150.0,2246.934801012259,32.75,1172.48003714349,158.71875,2994.5003259556406,4.375,592.5914881897984,88.53125,1251.3977681071026
A,30,1020.875,4184.085411935923,-273.875,2846.9452022079736,180.375,2054.346455536407,22.875,1709.112520981284,439.21875,5850.027594669827,42.4375,4028.6227868334545,1053.25,5890.326089233091,-309.125,2789.4110909607784,230.75,6263.142362265127,73.75,3061.862351984491,455.53125,6657.172461828178,74.0,2553.4136831896235,1166.25,8455.396616214995,-360.0,3447.759707404215,84.0,6685.753066222233,107.5625,2392.1075035611902,485.59375,7539.0536618471515,50.71875,2735.0270249393216,1073.625,7045.509694789654,-322.25,2762.7200251744657,80.75,6115.620118802344,166.5,2821.530380396426,355.71875,8586.484944501355,178.84375,3598.0233471777165,-49.0,1086.4722730010187,-56.75,1335.9189487016044,99.625,1728.820511034908,201.9375,2556.3366970322495,33.875,1073.7795324809465,32.3125,1756.3887567516908
